1996,81.29369
1997,83.36548
1998,84.836
1999,90.897446
2000,86.92667
2001,84.353134
2002,90.251045
2003,82.943
2004,87.91043
2005,91.884384
2006,84.42744
2007,83.85632
2008,84.85321
2009,81.150635
2010,72.60679
2011,75.488716
2012,78.298454
2013,70.894264
2014,69.70747
2015,75.54063
2016,70.72357
2017,78.5582
2018,73.121956
2019,73.62269
2020,68.29146
2021,66.67629
2022,71.03251
